id,source_name,app_id,user_agent,browser_ip,referring_site,landing_site,total_price,created_at,financial_status
100011,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",73.92.148.15,,/products/x,89.00,2026-03-14T17:32:00Z,paid
100012,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",98.42.144.178,https://www.instagram.com/,/products/x,189.00,2026-03-14T00:28:00Z,paid
100013,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",67.183.182.17,,/products/x,28.00,2026-03-14T03:37:00Z,paid
100014,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",98.42.201.208,https://www.google.com/,/products/x,24.00,2026-03-14T00:36:00Z,paid
100015,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",71.198.54.3,https://www.instagram.com/,/products/x,50.00,2026-03-14T07:24:00Z,paid
100016,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",24.61.89.203,,/products/x,28.00,2026-03-14T09:25:00Z,paid
100017,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",174.56.95.143,,/products/x,28.00,2026-03-14T16:50:00Z,paid
100018,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",98.42.221.249,https://www.tiktok.com/,/products/x,36.00,2026-03-14T00:12:00Z,paid
100019,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",73.92.39.254,https://www.tiktok.com/,/products/x,28.00,2026-03-14T04:28:00Z,paid
100020,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",71.198.134.21,,/products/x,189.00,2026-03-14T11:16:00Z,paid
100021,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",71.198.39.109,https://www.instagram.com/,/products/x,36.00,2026-03-14T03:34:00Z,paid
100022,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",24.61.155.159,https://www.instagram.com/,/products/x,89.00,2026-03-14T02:28:00Z,paid
100023,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",71.198.190.241,,/products/x,28.00,2026-03-14T02:27:00Z,paid
100024,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",67.183.220.228,https://www.tiktok.com/,/products/x,24.00,2026-03-14T01:09:00Z,paid
100025,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",100.34.206.64,,/products/x,24.00,2026-03-14T22:06:00Z,paid
100026,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",100.34.53.70,,/products/x,36.00,2026-03-14T08:37:00Z,paid
100027,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",96.230.182.69,https://www.google.com/,/products/x,36.00,2026-03-14T16:53:00Z,paid
100028,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",100.34.34.197,https://www.bing.com/,/products/x,18.00,2026-03-14T12:14:00Z,paid
100029,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",24.61.46.195,https://www.bing.com/,/products/x,24.00,2026-03-14T19:10:00Z,paid
100030,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",98.42.255.49,,/products/x,36.00,2026-03-14T21:20:00Z,paid
100031,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",100.34.181.0,https://www.bing.com/,/products/x,54.00,2026-03-14T11:11:00Z,paid
100032,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",100.34.71.33,https://www.google.com/,/products/x,24.00,2026-03-14T02:12:00Z,paid
100033,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",24.61.237.250,https://www.instagram.com/,/products/x,36.00,2026-03-14T22:14:00Z,paid
100034,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",174.56.170.90,https://www.google.com/,/products/x,89.00,2026-03-14T18:47:00Z,paid
100035,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",174.56.218.74,https://www.bing.com/,/products/x,28.00,2026-03-14T01:00:00Z,paid
100036,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",98.42.45.115,,/products/x,89.00,2026-03-14T22:15:00Z,paid
100037,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",71.198.103.143,,/products/x,24.00,2026-03-14T05:49:00Z,paid
100038,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",174.56.3.214,,/products/x,189.00,2026-03-14T09:29:00Z,paid
100039,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",100.34.74.109,https://www.google.com/,/products/x,28.00,2026-03-14T14:04:00Z,paid
100040,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",24.61.74.19,https://www.bing.com/,/products/x,189.00,2026-03-14T20:53:00Z,paid
100041,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",96.230.35.252,https://www.instagram.com/,/products/x,89.00,2026-03-14T01:17:00Z,paid
100042,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",73.92.3.44,https://www.tiktok.com/,/products/x,36.00,2026-03-15T09:30:00Z,paid
100043,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",174.56.200.214,https://www.bing.com/,/products/x,24.00,2026-03-15T12:48:00Z,paid
100044,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",67.183.251.123,https://www.perplexity.ai/,/products/x,18.00,2026-03-15T23:06:00Z,paid
100045,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",98.42.109.229,,/products/x,36.00,2026-03-15T09:12:00Z,paid
100046,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",71.198.243.60,,/products/x,89.00,2026-03-15T10:03:00Z,paid
100047,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",24.61.140.241,https://www.tiktok.com/,/products/x,89.00,2026-03-15T04:36:00Z,paid
100048,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",98.42.8.149,https://www.tiktok.com/,/products/x,189.00,2026-03-15T21:07:00Z,paid
100049,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",98.42.70.158,https://www.bing.com/,/products/x,24.00,2026-03-15T09:18:00Z,paid
100050,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",24.61.235.112,https://www.tiktok.com/,/products/x,189.00,2026-03-15T17:48:00Z,paid
100051,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",98.42.190.219,https://www.tiktok.com/,/products/x,54.00,2026-03-15T00:19:00Z,paid
100052,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",96.230.101.204,,/products/x,89.00,2026-03-15T00:23:00Z,paid
100053,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",71.198.11.193,https://www.tiktok.com/,/products/x,50.00,2026-03-15T18:48:00Z,paid
100054,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",67.183.100.122,https://www.google.com/,/products/x,28.00,2026-03-15T06:42:00Z,refunded
100055,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",71.198.127.105,,/products/x,28.00,2026-03-15T11:20:00Z,paid
100056,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",100.34.76.173,,/products/x,36.00,2026-03-15T07:15:00Z,paid
100057,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",98.42.64.206,,/products/x,50.00,2026-03-15T07:43:00Z,paid
100058,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",98.42.53.23,https://www.instagram.com/,/products/x,89.00,2026-03-15T09:16:00Z,paid
100059,web,580111,"Mozilla/5.0 (compatible; Claude-User/1.0; +https://anthropic.com)",98.42.141.152,,/products/x,54.00,2026-03-15T19:46:00Z,paid
100060,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",67.183.225.253,,/products/x,189.00,2026-03-15T06:44:00Z,paid
100061,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",24.61.202.94,https://www.instagram.com/,/products/x,24.00,2026-03-15T17:07:00Z,paid
100062,web,580111,"Mozilla/5.0 (compatible; PerplexityBot/1.0; +https://perplexity.ai/perplexitybot)",67.183.250.218,,/products/x,89.00,2026-03-15T19:32:00Z,paid
100063,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",73.92.246.1,,/products/x,36.00,2026-03-15T12:56:00Z,paid
100064,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",98.42.192.71,https://www.google.com/,/products/x,89.00,2026-03-15T23:29:00Z,paid
100065,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",96.230.179.214,https://www.tiktok.com/,/products/x,28.00,2026-03-15T00:25:00Z,paid
100066,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",67.183.254.157,,/products/x,36.00,2026-03-15T16:15:00Z,paid
100067,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",73.92.195.193,https://www.bing.com/,/products/x,89.00,2026-03-15T10:33:00Z,paid
100068,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",96.230.56.63,,/products/x,28.00,2026-03-15T18:29:00Z,paid
100069,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",67.183.137.178,,/products/x,36.00,2026-03-15T13:41:00Z,paid
100070,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",71.198.214.171,https://www.bing.com/,/products/x,189.00,2026-03-15T22:54:00Z,paid
100071,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",67.183.178.189,https://chatgpt.com/,/products/x?utm_source=perplexity,189.00,2026-03-15T14:27:00Z,paid
100072,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",73.92.37.114,https://www.instagram.com/,/products/x,89.00,2026-03-15T13:21:00Z,paid
100073,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",73.92.100.130,https://www.google.com/,/products/x,24.00,2026-03-15T04:30:00Z,paid
100074,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",100.34.254.57,https://www.bing.com/,/products/x,89.00,2026-03-15T00:39:00Z,paid
100075,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",98.42.19.46,https://www.instagram.com/,/products/x,36.00,2026-03-15T14:01:00Z,paid
100076,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",98.42.12.52,,/products/x,28.00,2026-03-15T21:48:00Z,paid
100077,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",98.42.16.65,,/products/x,36.00,2026-03-15T03:02:00Z,paid
100078,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",24.61.155.9,,/products/x,36.00,2026-03-15T16:25:00Z,paid
100079,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",73.92.77.226,https://www.instagram.com/,/products/x,18.00,2026-03-15T00:00:00Z,paid
100080,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",67.183.143.85,,/products/x,28.00,2026-03-15T14:29:00Z,paid
100081,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",96.230.141.56,,/products/x,89.00,2026-03-15T20:50:00Z,paid
100082,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",24.61.5.156,https://www.bing.com/,/products/x,28.00,2026-03-15T19:34:00Z,paid
100083,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",73.92.141.69,,/products/x,36.00,2026-03-15T20:08:00Z,paid
100084,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",67.183.120.84,https://www.tiktok.com/,/products/x,36.00,2026-03-15T02:13:00Z,paid
100085,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",174.56.134.32,,/products/x,24.00,2026-03-16T09:15:00Z,paid
100086,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",96.230.166.148,https://www.google.com/,/products/x,28.00,2026-03-16T04:46:00Z,paid
100087,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",96.230.100.155,https://www.bing.com/,/products/x,28.00,2026-03-16T19:01:00Z,paid
100088,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",96.230.18.43,https://www.tiktok.com/,/products/x,24.00,2026-03-16T05:17:00Z,paid
100089,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",67.183.4.91,https://claude.ai/,/products/x?utm_source=perplexity,36.00,2026-03-16T06:16:00Z,paid
100090,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",96.230.97.205,https://www.instagram.com/,/products/x,28.00,2026-03-16T08:22:00Z,voided
100091,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",174.56.254.220,,/products/x,89.00,2026-03-16T12:14:00Z,paid
100092,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",174.56.223.53,,/products/x,189.00,2026-03-16T09:47:00Z,paid
100093,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",71.198.187.80,https://www.bing.com/,/products/x,54.00,2026-03-16T22:04:00Z,paid
100094,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",24.61.18.210,,/products/x,50.00,2026-03-16T03:21:00Z,paid
100095,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",174.56.234.54,https://www.tiktok.com/,/products/x,54.00,2026-03-16T19:41:00Z,paid
100096,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",24.61.126.33,,/products/x,50.00,2026-03-16T02:18:00Z,paid
100097,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",67.183.56.182,,/products/x,189.00,2026-03-16T06:27:00Z,partially_refunded
100098,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",71.198.172.118,https://www.instagram.com/,/products/x,54.00,2026-03-16T07:55:00Z,paid
100099,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",96.230.183.15,https://www.instagram.com/,/products/x,24.00,2026-03-16T19:26:00Z,paid
100100,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",96.230.209.177,https://www.instagram.com/,/products/x,36.00,2026-03-16T10:40:00Z,paid
100101,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",73.92.63.226,,/products/x,36.00,2026-03-16T20:41:00Z,paid
100102,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",98.42.21.114,https://www.bing.com/,/products/x,24.00,2026-03-16T08:21:00Z,paid
100103,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",67.183.246.253,https://www.instagram.com/,/products/x,24.00,2026-03-16T22:03:00Z,paid
100104,web,580111,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",96.230.44.249,https://www.bing.com/,/products/x,24.00,2026-03-16T08:36:00Z,paid
100105,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",100.34.196.145,,/products/x,36.00,2026-03-16T07:55:00Z,paid
100106,web,580111,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Mobile Safari/537.36",98.42.156.66,,/products/x,28.00,2026-03-16T08:08:00Z,paid
100107,web,580111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",96.230.29.127,https://www.bing.com/,/products/x,89.00,2026-03-16T23:36:00Z,paid
100108,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",100.34.255.241,https://www.google.com/,/products/x,189.00,2026-03-16T09:20:00Z,paid
100109,web,580111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",24.61.208.149,https://www.instagram.com/,/products/x,36.00,2026-03-16T15:30:00Z,paid
